Product_ID,Short_Title,Short_Description,Full_Description,Category,Image_URL,Video_URL,Original_Price,Discount_Price,Discount_Percent,Currency,Sales_180D,Positive_Feedback_Percent,Affiliate_Link,Commission_Rate,Commission_Amount
1005010457154921,42 Inch Body Wave Human,"Now $0.99 (was $30.06) — 96% OFF! • 2,662+ sold in last 6 months • 95.2% positive feedback",42 Inch Body Wave Human Hair Bundles Natural Black Brazilian Virgin Hair Weave 12A Unprocessed Real Human Hair Extensions Full T,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/Sc5ee1775f4034549989b163545b773d9P.png,,30.06,0.99,96.0,USD,2662,95.2,https://s.click.aliexpress.com/e/_c3M71Sov,7.0,USD 0.07
1005009039991860,Cut Wig For Black Women,Now $0.99 (was $28.84) — 96% OFF! • 670+ sold in last 6 months • 89.9% positive feedback,Cut Wig for Black Women Short Cut Wig Black Mixed With Red Curly Wigs Natural Black Mixed Red Pixie Cut Wig Synthetic Shor,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/S232b16b637004e888be875261528eb70X.jpg,,28.84,0.99,96.0,USD,670,89.9,https://s.click.aliexpress.com/e/_c2vKaK25,7.0,USD 0.07
1005010492365456,42 Inch Bundles Bone Straight,"Now $0.99 (was $30.06) — 96% OFF! • 1,435+ sold in last 6 months • 96.2% positive feedback",42 Inch Bundles Bone Straight Brazilian Human Hair Bundles Raw Extensions Tissage For Women,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/S8ba231dd1ac74579b20fb6024d43233ck.jpg,,30.06,0.99,96.0,USD,1435,96.2,https://s.click.aliexpress.com/e/_c3ioI7dr,7.0,USD 0.07
1005010342706029,12A Brazilian Long Straight Hair,"Now $0.99 (was $30.06) — 96% OFF! • 1,740+ sold in last 6 months • 96.8% positive feedback",12A Brazilian Long Straight Hair 1/3/4 Bundle Deals Unprocessed Virgin Human Hair Bundles Natural Black Color 12-42 Inches,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/S5f3163b78a92402088f11c4ebd99bb0dm.jpg,,30.06,0.99,96.0,USD,1740,96.8,https://s.click.aliexpress.com/e/_c34wq8NT,7.0,USD 0.07
1005010122576798,30 32 40 Inch Body,Now $1.46 (was $37.07) — 96% OFF! • 380+ sold in last 6 months • 97.4% positive feedback,30 32 40 Inch Body Wave 3 4 Bundles Brazilian Remy Unprocessed Raw Virgin Human Hair Wavy Double Drawn Bundles Weave Extensions,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/S553f964dd28c47818ad793d055352b82m.png,,37.07,1.46,96.0,USD,380,97.4,https://s.click.aliexpress.com/e/_c3004zQh,7.0,USD 0.10
1005010484889937,Straight Bundles Human Hair 12A,Now $1.09 (was $35.34) — 96% OFF! • 659+ sold in last 6 months • 95.5% positive feedback,Straight Bundles Human Hair 12A Human Hair 4 Bundles Straight Hair 20 22 24 26 Inch Brazilian Virgin Deal Human Hair Extensions,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/Sf73e79ae7b5c4cfd9ad2b0fa53f2c2dcU.jpg,,35.34,1.09,96.0,USD,659,95.5,https://s.click.aliexpress.com/e/_c3SyAEdL,7.0,USD 0.08
1005009154380423,Ultra-Sharp Multi-Function Fixed Blade Tactical,Now $0.99 (was $32.06) — 96% OFF! • 173+ sold in last 6 months • 91.3% positive feedback • Portable design • Ultra performance,Ultra-Sharp Multi-Function Fixed Blade Tactical Knife - High Hardness All-in-One Portable Tool With K Sheath And Straight Edge,Tools & DIY,https://ae-pic-a1.aliexpress-media.com/kf/S81bd1c1689bb411b85472c59cac19475Y.jpg,,32.06,0.99,96.0,USD,173,91.3,https://s.click.aliexpress.com/e/_c42CKogv,7.0,USD 0.07
1005007647721766,"Air Duster - High-Power Suction,",Now $0.99 (was $29.67) — 96% OFF! • 310+ sold in last 6 months • 96.5% positive feedback • Compact mini size • Multi-function,"Air Duster - High-Power Suction, 6000mAh Dual-Purpose, Mini Handheld, Multi-Functional, One-Click Dusting, with Crevice Tool, Du",Gaming & Consoles,https://ae-pic-a1.aliexpress-media.com/kf/S1b4622a11394478db2d1f09ccf58046cC.jpg,,29.67,0.99,96.0,USD,310,96.5,https://s.click.aliexpress.com/e/_c41ZY0UV,7.0,USD 0.07
1005009023147587,4 Pc Solar Outdoor Led,Now $0.99 (was $25.19) — 96% OFF! • 260+ sold in last 6 months • 90.3% positive feedback • Waterproof design,4 pc Solar Outdoor LED Wall Light with Human Body Waterproof Induction for Garden Terrace Garage Courtyard and Street Lighting,Home & Office,https://ae-pic-a1.aliexpress-media.com/kf/Sb328d4e629ab4de5b451fafec9592b6f7.jpg,,25.19,0.99,96.0,USD,260,90.3,https://s.click.aliexpress.com/e/_c3tIHwoZ,7.0,USD 0.07
1005010470913713,40 42 Inch Long Straight,Now $0.99 (was $30.06) — 96% OFF! • 841+ sold in last 6 months • 96.6% positive feedback,40 42 Inch Long Straight Human Hair Bundles Natural Brazilian Virgin Hair 1/3/4 Bundles Hair Extensions Double Weft Wet And Wavy,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/S6a8e67d472a84656b9855a20252210d6n.png,,30.06,0.99,96.0,USD,841,96.6,https://s.click.aliexpress.com/e/_c4cuFzBx,7.0,USD 0.07
1005009734818953,High Hardness Folding Multi-Functional Stainless,Now $0.99 (was $28.72) — 96% OFF! • 203+ sold in last 6 months • 93.7% positive feedback • Multi-function,High Hardness Folding Multi-functional Stainless Steel Outdoor Survival Knife,Tools & DIY,https://ae-pic-a1.aliexpress-media.com/kf/S29d12085bb094481bb5abe00b18c7be1T.jpg,,28.72,0.99,96.0,USD,203,93.7,https://s.click.aliexpress.com/e/_c3Da7K1x,7.0,USD 0.07
1005007943601744,33Pcs Safety Bit Set With,Now $0.99 (was $25.53) — 96% OFF! • 134+ sold in last 6 months • 94.6% positive feedback,33pcs Safety Bit Set with Extension Bit Holder Tamper Proof Security Torq Hex Star Spanner Tri Wing Screwdriver Magnetic Bits,Tools & DIY,https://ae-pic-a1.aliexpress-media.com/kf/S625efe5294274c0ca442b18f4e3d0a60u.jpg,,25.53,0.99,96.0,USD,134,94.6,https://s.click.aliexpress.com/e/_c43QJtPL,7.0,USD 0.07
1005007944425715,10-1Pc Esp32-C3 Development Board For,Now $0.99 (was $24.82) — 96% OFF! • 796+ sold in last 6 months • 89.5% positive feedback • Compact mini size,10-1PC ESP32-C3 Development Board  for Arduino ESP32 C3 SuperMini Development Board Development Board CORE Board,Other,https://ae-pic-a1.aliexpress-media.com/kf/Se094a2520ab049078114aaa574c318c0p.jpg,,24.82,0.99,96.0,USD,796,89.5,https://s.click.aliexpress.com/e/_c39dRwtL,7.0,USD 0.07
1005011880644505,Pujimax Aa1300Mah Nickel Hydrogen Rechargeable,Now $0.99 (was $25.12) — 96% OFF! • 8+ sold in last 6 months • 100.0% positive feedback • Rechargeable battery,"PUJIMAX AA1300mAh nickel hydrogen rechargeable battery with stable voltage, suitable for alarms, remote controls, etc",Gaming & Consoles,https://ae-pic-a1.aliexpress-media.com/kf/S5e23ae1777e7423eae972fc8d25c944an.png,,25.12,0.99,96.0,USD,8,100.0,https://s.click.aliexpress.com/e/_c4tgf3HR,7.0,USD 0.07
1005008207693629,A Clothes Hanger And Shoe,Now $0.99 (was $24.70) — 96% OFF! • 787+ sold in last 6 months • 85.8% positive feedback,"A clothes hanger and shoe rack at the entrance, used for storing shoes, clothes, jackets, hats, bags, umbrellas in the hallway",Wearables & Fashion,https://ae-pic-a1.aliexpress-media.com/kf/S4f866b3b4f064aa59a4a8776acc0fe60f.jpg,,24.7,0.99,96.0,USD,787,85.8,https://s.click.aliexpress.com/e/_c36hmURr,7.0,USD 0.07
1005011645093743,50 Pack 2 Pin Wire,Now $0.99 (was $28.44) — 96% OFF! • 113+ sold in last 6 months • 95.8% positive feedback,"50 Pack 2 Pin Wire Connectors, Tool-Free No-Strip Quick Splice for LED Strip Lights, 22–18 AWG",Home & Office,https://ae-pic-a1.aliexpress-media.com/kf/A838c1638df0d4ba7b4e660b49b2a845cE.png,,28.44,0.99,96.0,USD,113,95.8,https://s.click.aliexpress.com/e/_c34n927n,7.0,USD 0.07
1005007811668986,Black Women'S Curly Hair Wig,Now $1.60 (was $35.59) — 95% OFF! • 107+ sold in last 6 months • 91.6% positive feedback,"Black women's curly hair wig with headscarf and tassel, 2-in-1 wrapped wig, short African curly hair synthetic wig with headscar",Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/S11d28a5db34f41a287d543458737961f8.jpg,,35.59,1.6,95.0,USD,107,91.6,https://s.click.aliexpress.com/e/_c3ChI0XJ,7.0,USD 0.11
1005011844719381,Smart Multi-Function Body Fat &,Now $0.99 (was $20.89) — 95% OFF! • 322+ sold in last 6 months • 90.2% positive feedback • Multi-function • Smart features,"Smart Multi-Function Body Fat & Weight Bathroom Scale with Tempered Glass Wide Platform, 390lbs. For Home, Fitness, Outdoor.",3D Printing,https://ae-pic-a1.aliexpress-media.com/kf/Sb76aba8ad1794681be3fab33378fc4f73.jpg,,20.89,0.99,95.0,USD,322,90.2,https://s.click.aliexpress.com/e/_c31CyHkl,7.0,USD 0.07
1005010787696317,7-Day Fast Delivery 10-100Pcs Cr2032,Now $0.99 (was $23.45) — 95% OFF! • 473+ sold in last 6 months • 97.2% positive feedback • Fast performance,7-day fast delivery 10-100pcs cr2032 battery 3v Button Cell Specialized car remote control battery DL2032 lithium battery,Solar & Power,https://ae-pic-a1.aliexpress-media.com/kf/Sfaaceeb6e7214f5381e8ddd28474619cD.jpg,,23.45,0.99,95.0,USD,473,97.2,https://s.click.aliexpress.com/e/_c36IYoZx,7.0,USD 0.07
1005007482112169,3Boxes(15Pairs) Cat Eye Lashes Fake,Now $0.99 (was $23.50) — 95% OFF! • 197+ sold in last 6 months • 92.6% positive feedback,3Boxes(15Pairs) Cat Eye Lashes Fake Eyelashes Natural long Manga Lashes Winged End Eye Elongated Eyelashes Fake Lashes Makeup,Pet Products,https://ae-pic-a1.aliexpress-media.com/kf/Sad3021f013534d2a9e34b41f591a3337B.jpg,,23.5,0.99,95.0,USD,197,92.6,https://s.click.aliexpress.com/e/_c38b9jQh,7.0,USD 0.07
1005011699243777,"Ebl Aaa, Aa Alkaline Batteries",Now $0.99 (was $20.09) — 95% OFF! • 121+ sold in last 6 months • 96.0% positive feedback • Ultra performance,"EBL AAA, AA Alkaline Batteries 1.5V ,Ultra Long Lasting ,10 Year Shelf Life",Home & Office,https://ae-pic-a1.aliexpress-media.com/kf/S3f16236addb44eca90e43ee53be753c0K.jpg,,20.09,0.99,95.0,USD,121,96.0,https://s.click.aliexpress.com/e/_c3O8CkN3,7.0,USD 0.07
1005011623612346,High Pressure Filtered Shower Head,Now $1.10 (was $24.68) — 95% OFF! • 491+ sold in last 6 months • 92.0% positive feedback,High Pressure Filtered Shower Head with Handheld 3 Spray Modes 1.5M Hose Anti Clog Nozzles for Hard Water Bathroom,3D Printing,https://ae-pic-a1.aliexpress-media.com/kf/Adbda145e02d3483ca6dc9c2fd384fe33J.jpg,,24.68,1.1,95.0,USD,491,92.0,https://s.click.aliexpress.com/e/_c3RVirE1,7.0,USD 0.08
1005009931234329,Watch Case Back Opener Ball,Now $0.99 (was $20.77) — 95% OFF! • 189+ sold in last 6 months • 91.9% positive feedback,Watch Case Back Opener Ball Screwing Type Watch Rubber Friction Sticky Inflatab Ball For Watchmaker Watch Repair tools Kits,Wearables & Fashion,https://ae-pic-a1.aliexpress-media.com/kf/Sb86ad33c0cf44033aab87a9b6a3aeaa0U.jpg,,20.77,0.99,95.0,USD,189,91.9,https://s.click.aliexpress.com/e/_c4bjHQq5,7.0,USD 0.07
1005009793567918,Professional Hair Clipper And Trimmer,Now $0.99 (was $21.34) — 95% OFF! • 505+ sold in last 6 months • 88.0% positive feedback • Rechargeable battery,Professional Hair Clipper and Trimmer Set Men Electric Razor Shavers Beard Trimmer Rechargeable Barber Clippers Haircut Kit,Gaming & Consoles,https://ae-pic-a1.aliexpress-media.com/kf/Sd5690e146d5c495bb190b8f24ec74b4cv.jpg,,21.34,0.99,95.0,USD,505,88.0,https://s.click.aliexpress.com/e/_c3t7KjYl,7.0,USD 0.07
1005009191534612,1Pc Multifunctional Mechanical Knife Wilderness,Now $1.84 (was $37.98) — 95% OFF! • 141+ sold in last 6 months • 99.3% positive feedback • Multi-function • Mechanical quality,1pc Multifunctional Mechanical Knife Wilderness Survival Knife Outdoor Camping Tool Full Stainless Steel Folding Knife,Tools & DIY,https://ae-pic-a1.aliexpress-media.com/kf/S8ef92c1156f54ba08d4d317ddf362cf3g.jpg,,37.98,1.84,95.0,USD,141,99.3,https://s.click.aliexpress.com/e/_c3DCBek1,7.0,USD 0.13
1005007810140237,Aaa Rechargeable Batteries Set 700Mah,Now $0.99 (was $21.55) — 95% OFF! • 201+ sold in last 6 months • 91.7% positive feedback • Rechargeable battery,AAA Rechargeable Batteries Set 700mAh 1.2V Ni-MH Triple A Batteries High Capacity for Garden Landscaping Outdoor Solar Lights,Networking,https://ae-pic-a1.aliexpress-media.com/kf/A15b6ce2da7b24c409b80346a464a9ff3R.jpg,,21.55,0.99,95.0,USD,201,91.7,https://s.click.aliexpress.com/e/_c4mQka65,7.0,USD 0.07
1005009890160304,Matte Liquid Lipstick Lip Oil,Now $0.99 (was $21.20) — 95% OFF! • 125+ sold in last 6 months • 86.7% positive feedback • Waterproof design,"Matte Liquid Lipstick Lip Oil 10pc/set, Waterproof Velvet Lip Gloss Long Lasting Non-transfer Nude Red Pink Daily &Party Makeup",Beauty & Personal Care,https://ae-pic-a1.aliexpress-media.com/kf/Sa15f985d69c54178a0e95f09e0928600m.jpg,,21.2,0.99,95.0,USD,125,86.7,https://s.click.aliexpress.com/e/_c3lZTGd7,7.0,USD 0.07
1005009260349748,Eelhoe Brown Hair Dyeing Shampoo,Now $0.99 (was $21.75) — 95% OFF! • 213+ sold in last 6 months • 92.5% positive feedback,EELHOE Brown Hair Dyeing Shampoo Lasting Coloring Deeply Nourishing Reduce Breakage Promote Scalp Health Hair Dyeing Shampoo,Health & Fitness,https://ae-pic-a1.aliexpress-media.com/kf/A97630bb00254467293a0b7c6caa46768O.jpg,,21.75,0.99,95.0,USD,213,92.5,https://s.click.aliexpress.com/e/_c4rNqlEZ,7.0,USD 0.07
1005010017302004,1-20Pcs Sata Male To Female,Now $0.99 (was $22.87) — 95% OFF! • 142+ sold in last 6 months • 95.0% positive feedback,1-20PCS SATA Male To Female Power Data Converter 22Pin 7+15 Male To Female SATA To SATA Converter SATA To SATA Adapter,PC Components,https://ae-pic-a1.aliexpress-media.com/kf/Sd7037e52ee324fa6b91150ff20e949821.jpg,,22.87,0.99,95.0,USD,142,95.0,https://s.click.aliexpress.com/e/_c3GJmYTf,3.0,USD 0.03
1005010642192027,Purple Teeth Whitening Strips Brighten,Now $0.99 (was $21.75) — 95% OFF! • 195+ sold in last 6 months • 84.4% positive feedback,Purple Teeth Whitening Strips Brighten Tooth Remove Plaque Stain Cleaning Oral Hygiene Reduce Sensitivity Bleaching Dental Tools,3D Printing,https://ae-pic-a1.aliexpress-media.com/kf/Se23a30e4bfc8442d985214d660787998o.png,,21.75,0.99,95.0,USD,195,84.4,https://s.click.aliexpress.com/e/_c42kNR0H,7.0,USD 0.07
1005010485511887,9 Types Of Stainless Steel,Now $0.99 (was $19.93) — 95% OFF! • 96+ sold in last 6 months • 89.2% positive feedback,"9 types of Stainless Steel Kitchen Knife,Japanese Chef Knife,Meat Cleaver,Santoku,Bread,Boning,Slicing,Fruit Knife with Gift Box",Kitchen & Dining,https://ae-pic-a1.aliexpress-media.com/kf/Scb3c3e53ba1346a4bdbd8087433296ecR.jpg,,19.93,0.99,95.0,USD,96,89.2,https://s.click.aliexpress.com/e/_c3gQnbhJ,7.0,USD 0.07
1005010073135622,Joyfy Rubber Ducks Random Assortment,Now $0.99 (was $20.29) — 95% OFF! • 395+ sold in last 6 months • 95.0% positive feedback • HD quality • Compact mini size,Joyfy Rubber Ducks Random Assortment Mini Rubber Duckie Toys for Kids Bath Shower Toys Birthday Gifts Summer Beach Pool Activity,Baby & Kids,https://ae-pic-a1.aliexpress-media.com/kf/Sf1ea8500f8bb4e37b31702f533e083a8v.jpg,,20.29,0.99,95.0,USD,395,95.0,https://s.click.aliexpress.com/e/_c2Rw9JNn,7.0,USD 0.07
1005009039915335,Short Synthetic Wig For Black,Now $1.55 (was $35.59) — 95% OFF! • 148+ sold in last 6 months • 92.1% positive feedback,Short synthetic Wig for Black Women and Men Afro Faux Dreads Wig Heat Resistant Short Braided Wigs for Black Women,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/Sec8c52556f3f41929adea81fb6a428f78.jpg,,35.59,1.55,95.0,USD,148,92.1,https://s.click.aliexpress.com/e/_c3b162Mt,7.0,USD 0.11
1005008478110279,Body Wave Bundles Human Hair,Now $0.99 (was $23.31) — 95% OFF! • 422+ sold in last 6 months • 95.5% positive feedback,Body Wave Bundles Human Hair Natural Black Brazilian Hair Weave Bundles Human Hair Extensions 1 3 4 PCS Bundles,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/Sf8cc21228b6f46a6ac8a29fe158f8ae8G.jpg,,23.31,0.99,95.0,USD,422,95.5,https://s.click.aliexpress.com/e/_c3TmmRLj,7.0,USD 0.07
1005010363350073,8X 15X 23X Adjustable Dual,Now $0.99 (was $22.48) — 95% OFF! • 230+ sold in last 6 months • 82.9% positive feedback • Dual mode • Adjustable settings,8X 15X 23X Adjustable Dual Polished Crystal Acrylic Lens Jewelry Watch Repair Magnifier Glass Head Eye Loupe Measurement Tools,Wearables & Fashion,https://ae-pic-a1.aliexpress-media.com/kf/S96fbe5a10f2d4649a5532a43c07f9252N.jpg,,22.48,0.99,95.0,USD,230,82.9,https://s.click.aliexpress.com/e/_c3nVKgdj,7.0,USD 0.07
1005010665831531,5/8/10 Layer Shoe Cabinet Storage,Now $1.39 (was $30.87) — 95% OFF! • 116+ sold in last 6 months • 92.2% positive feedback • Portable design,"5/8/10 layer shoe cabinet storage rack with non-woven fabric cover, easy to assemble portable shoe cabinet, can store 27-35 pair",Storage & Memory,https://ae-pic-a1.aliexpress-media.com/kf/Sed6751fcfd1e48b79d213e38b53e74b0H.jpg,,30.87,1.39,95.0,USD,116,92.2,https://s.click.aliexpress.com/e/_c3hUFdDR,7.0,USD 0.10
1005008003691286,Ng Gtx350 Gaming Keyboard Mouse,"Now $1.22 (was $24.60) — 95% OFF! • 1,127+ sold in last 6 months • 84.1% positive feedback • Gaming optimized",NG GTX350 Gaming Keyboard Mouse Combos Computer Laptop Backlight Gamer Kit LED Wired Usb Keyboard GTX350 Set-Black,Keyboards & Mice,https://ae-pic-a1.aliexpress-media.com/kf/S5ab3055505994b30bdf6694b1122c006S.png,,24.6,1.22,95.0,USD,1127,84.1,https://s.click.aliexpress.com/e/_c4OvFNXn,3.0,USD 0.04
1005010207895023,13Pcs Metal 0.6-2.0Mm Professional Slotted,Now $1.55 (was $36.08) — 95% OFF! • 128+ sold in last 6 months • 92.8% positive feedback,13PCS Metal 0.6-2.0mm Professional Slotted Cross Screwdriver Set for Watchmaker Watch Repair Screwdriver Tools Kit,Tools & DIY,https://ae-pic-a1.aliexpress-media.com/kf/S678fc54f8c394e3c8baa154a8114ab96z.jpg,,36.08,1.55,95.0,USD,128,92.8,https://s.click.aliexpress.com/e/_c328rpKh,7.0,USD 0.11
1005009645443104,Remy Straight Human Hair Bundles,Now $0.99 (was $24.55) — 95% OFF! • 373+ sold in last 6 months • 94.9% positive feedback,Remy Straight Human Hair Bundles 1/3/4 PCS Natural Black Brazilian Hair Weave Bundles 14-30 Inch Human Hair Extensions,Hair & Wigs,https://ae-pic-a1.aliexpress-media.com/kf/Scdd80e8a3ade432a9b8e102833291c5eU.jpg,,24.55,0.99,95.0,USD,373,94.9,https://s.click.aliexpress.com/e/_c3E6jarX,7.0,USD 0.07
